station,ap,rssi,num_sta,dist,cons_bat,associatedTo
sta1,ap4,-77.0,3,55.36,0.5536,ap3
sta3,ap1,-72.0,4,34.13,0.3413,ap1
sta3,ap4,-72.0,3,38.01,0.3801,ap1
sta1,ap2,-73.0,5,41.44,0.4144,ap3
sta1,ap3,-71.0,4,27.51,0.2751,ap3
sta1,ap4,-76.0,3,52.89,0.5289,ap3
sta3,ap1,-71.0,4,31.38,0.3138,ap1
sta3,ap4,-73.0,3,40.8,0.408,ap1
sta1,ap2,-74.0,5,43.46,0.4346,ap3
sta1,ap3,-69.0,4,25.08,0.2508,ap3
sta1,ap4,-76.0,3,52.81,0.5281,ap3
sta3,ap1,-72.0,4,32.2,0.322,ap1
sta3,ap4,-73.0,3,39.96,0.3996,ap1
sta1,ap2,-74.0,5,45.22,0.4522,ap3
sta1,ap3,-71.0,4,29.07,0.2907,ap3
sta1,ap4,-75.0,3,49.04,0.4904,ap3
sta3,ap1,-72.0,4,32.76,0.3276,ap1
sta3,ap4,-72.0,3,39.41,0.3941,ap1
sta1,ap2,-75.0,5,46.57,0.4657,ap3
sta1,ap3,-73.0,4,31.76,0.3176,ap3
sta1,ap4,-75.0,3,46.57,0.4657,ap3
sta3,ap1,-72.0,4,32.2,0.322,ap1
sta3,ap4,-73.0,3,39.96,0.3996,ap1
sta1,ap2,-75.0,5,46.49,0.4649,ap3
sta1,ap3,-71.0,4,28.65,0.2865,ap3
sta1,ap4,-75.0,3,48.38,0.4838,ap3
sta3,ap1,-72.0,4,31.83,0.3183,ap1
sta3,ap4,-73.0,3,41.15,0.4115,ap1
sta1,ap2,-74.0,5,44.01,0.4401,ap3
sta1,ap3,-70.0,4,26.4,0.264,ap3
sta1,ap4,-76.0,3,51.55,0.5155,ap3
sta3,ap1,-73.0,4,34.66,0.3466,ap1
sta3,ap4,-72.0,3,38.48,0.3848,ap1
sta1,ap2,-73.0,5,41.63,0.4163,ap3
sta1,ap3,-69.0,4,24.35,0.2435,ap3
sta1,ap4,-77.0,3,54.71,0.5471,ap3
sta3,ap1,-72.0,4,31.89,0.3189,ap1
sta3,ap4,-73.0,3,40.71,0.4071,ap1
sta1,ap2,-73.0,5,42.95,0.4295,ap3
sta1,ap3,-69.0,4,23.77,0.2377,ap3
sta1,ap4,-76.0,3,54.08,0.5408,ap3
sta3,ap1,-72.0,4,31.89,0.3189,ap1
sta3,ap4,-73.0,3,40.71,0.4071,ap1
sta1,ap2,-74.0,5,45.62,0.4562,ap3
sta1,ap3,-68.0,4,22.83,0.2283,ap3
sta1,ap4,-76.0,3,52.92,0.5292,ap3
sta3,ap1,-72.0,4,33.3,0.333,ap1
sta3,ap4,-72.0,3,39.36,0.3936,ap1
sta1,ap2,-75.0,5,46.96,0.4696,ap3
sta1,ap3,-68.0,4,22.47,0.2247,ap3
sta1,ap4,-76.0,3,52.39,0.5239,ap3
sta3,ap1,-72.0,4,33.42,0.3342,ap1
sta3,ap4,-72.0,3,38.95,0.3895,ap1
sta1,ap2,-75.0,5,46.53,0.4653,ap3
sta1,ap3,-67.0,4,21.1,0.211,ap3
sta1,ap4,-76.0,3,53.71,0.5371,ap3
sta3,ap1,-73.0,4,36.07,0.3607,ap1
sta3,ap4,-72.0,3,37.16,0.3716,ap1
sta1,ap2,-74.0,5,44.78,0.4478,ap3
sta1,ap3,-67.0,4,20.12,0.2012,ap3
sta1,ap4,-77.0,3,55.54,0.5554,ap3
sta3,ap1,-74.0,4,37.48,0.3748,ap1
sta3,ap4,-71.0,3,35.85,0.3585,ap1
sta1,ap2,-73.0,5,42.72,0.4272,ap3
sta1,ap3,-65.0,4,18.03,0.1803,ap3
sta3,ap1,-74.0,4,38.9,0.389,ap1
sta3,ap4,-71.0,3,35.11,0.3511,ap1
sta1,ap2,-75.0,5,46.87,0.4687,ap3
sta1,ap3,-64.0,4,16.64,0.1664,ap3
sta3,ap1,-74.0,4,38.95,0.3895,ap1
sta3,ap4,-70.0,3,34.01,0.3401,ap1
sta1,ap2,-74.0,5,45.22,0.4522,ap3
sta1,ap3,-63.0,4,15.65,0.1565,ap3
sta3,ap1,-75.0,4,41.77,0.4177,ap1
sta3,ap4,-70.0,3,33.24,0.3324,ap1
sta1,ap2,-74.0,5,45.79,0.4579,ap3
sta1,ap3,-65.0,4,18.36,0.1836,ap3
sta1,ap4,-77.0,3,56.36,0.5636,ap3
sta3,ap1,-76.0,4,43.14,0.4314,ap1
sta3,ap4,-69.0,3,31.32,0.3132,ap1
sta1,ap2,-75.0,5,48.88,0.4888,ap3
sta1,ap3,-66.0,4,19.21,0.1921,ap3
sta1,ap4,-77.0,3,54.12,0.5412,ap3
sta3,ap1,-76.0,4,43.28,0.4328,ap1
sta3,ap4,-70.0,3,32.76,0.3276,ap1
sta1,ap2,-75.0,5,49.65,0.4965,ap3
sta1,ap3,-68.0,4,22.02,0.2202,ap3
sta1,ap4,-76.0,3,51.43,0.5143,ap3
sta3,ap1,-75.0,4,41.73,0.4173,ap1
sta3,ap4,-70.0,3,32.57,0.3257,ap1
sta1,ap2,-75.0,5,49.93,0.4993,ap3
sta1,ap3,-65.0,4,17.69,0.1769,ap3
sta1,ap4,-77.0,3,55.07,0.5507,ap3
sta3,ap1,-75.0,4,41.73,0.4173,ap1
sta3,ap4,-70.0,3,31.95,0.3195,ap1
sta1,ap2,-75.0,5,49.65,0.4965,ap3
sta1,ap3,-68.0,4,22.02,0.2202,ap3
sta1,ap4,-76.0,3,51.43,0.5143,ap3
sta3,ap1,-76.0,4,44.55,0.4455,ap1
sta3,ap4,-69.0,3,29.41,0.2941,ap1
sta1,ap2,-75.0,5,46.53,0.4653,ap3
sta1,ap3,-67.0,4,21.1,0.211,ap3
sta1,ap4,-76.0,3,53.71,0.5371,ap3
sta3,ap1,-76.0,4,44.55,0.4455,ap1
sta3,ap4,-69.0,3,30.08,0.3008,ap1
sta1,ap2,-74.0,5,45.79,0.4579,ap3
sta1,ap3,-65.0,4,18.36,0.1836,ap3
sta1,ap4,-77.0,3,56.36,0.5636,ap3
sta3,ap1,-76.0,4,43.14,0.4314,ap1
sta3,ap4,-69.0,3,30.68,0.3068,ap1
sta1,ap2,-74.0,5,43.83,0.4383,ap3
sta1,ap3,-64.0,4,16.16,0.1616,ap3
sta3,ap1,-75.0,4,41.77,0.4177,ap1
sta3,ap4,-69.0,3,31.38,0.3138,ap1
sta1,ap2,-75.0,5,48.01,0.4801,ap3
sta1,ap3,-63.0,4,15.0,0.15,ap3
sta3,ap1,-75.0,4,40.36,0.4036,ap1
sta3,ap4,-70.0,3,32.7,0.327,ap1
sta1,ap2,-75.0,5,47.8,0.478,ap3
sta1,ap3,-62.0,4,13.6,0.136,ap3
sta3,ap1,-76.0,4,43.42,0.4342,ap1
sta3,ap4,-68.0,3,29.07,0.2907,ap1
sta1,ap2,-75.0,5,49.04,0.4904,ap3
sta1,ap3,-60.0,4,12.04,0.1204,ap3
sta3,ap1,-75.0,4,40.61,0.4061,ap1
sta3,ap4,-70.0,3,31.76,0.3176,ap1
sta1,ap2,-75.0,5,46.62,0.4662,ap3
sta1,ap3,-63.0,4,15.26,0.1526,ap3
sta3,ap1,-76.0,4,43.42,0.4342,ap1
sta3,ap4,-68.0,3,29.07,0.2907,ap1
sta1,ap2,-75.0,5,48.55,0.4855,ap3
sta1,ap3,-65.0,4,17.8,0.178,ap3
sta1,ap4,-77.0,3,55.47,0.5547,ap3
sta3,ap1,-76.0,4,43.42,0.4342,ap1
sta3,ap4,-68.0,3,29.07,0.2907,ap1
sta1,ap2,-75.0,5,49.41,0.4941,ap3
sta1,ap3,-63.0,4,14.87,0.1487,ap3
sta3,ap1,-76.0,4,43.19,0.4319,ap1
sta3,ap4,-69.0,3,30.08,0.3008,ap1
sta1,ap3,-64.0,4,16.4,0.164,ap3
sta1,ap4,-77.0,4,55.76,0.5576,ap3
sta1,ap3,-66.0,4,19.21,0.1921,ap3
sta1,ap4,-76.0,4,53.0,0.53,ap3
sta1,ap3,-64.0,4,16.64,0.1664,ap3
sta1,ap4,-77.0,4,55.47,0.5547,ap3
sta1,ap3,-65.0,4,17.69,0.1769,ap3
sta1,ap4,-77.0,4,54.71,0.5471,ap3
sta1,ap3,-65.0,4,18.03,0.1803,ap3
sta1,ap4,-76.0,4,54.08,0.5408,ap3
sta1,ap3,-61.0,4,13.45,0.1345,ap3
sta1,ap2,-75.0,5,49.2,0.492,ap3
sta1,ap3,-62.0,4,13.6,0.136,ap3
sta1,ap2,-75.0,5,47.8,0.478,ap3
sta3,ap4,-70.0,4,33.54,0.3354,ap4
sta3,ap1,-76.0,3,43.42,0.4342,ap4
sta1,ap3,-62.0,4,13.89,0.1389,ap3
sta1,ap2,-74.0,5,46.4,0.464,ap3
sta3,ap4,-72.0,4,38.33,0.3833,ap4
sta3,ap1,-75.0,3,41.34,0.4134,ap4
sta1,ap3,-64.0,4,16.64,0.1664,ap3
sta1,ap2,-75.0,5,46.87,0.4687,ap3
sta3,ap4,-72.0,4,39.81,0.3981,ap4
sta3,ap1,-74.0,3,38.28,0.3828,ap4
sta1,ap3,-65.0,4,18.03,0.1803,ap3
sta1,ap2,-75.0,5,47.17,0.4717,ap3
sta1,ap4,-77.0,4,55.9,0.559,ap3
sta3,ap4,-71.0,4,35.17,0.3517,ap4
sta3,ap1,-75.0,3,40.46,0.4046,ap4
sta1,ap3,-65.0,4,17.8,0.178,ap3
sta1,ap2,-75.0,5,48.55,0.4855,ap3
sta1,ap4,-77.0,4,55.47,0.5547,ap3
sta3,ap4,-72.0,4,37.11,0.3711,ap4
sta3,ap1,-74.0,3,39.2,0.392,ap4
sta1,ap3,-63.0,4,14.87,0.1487,ap3
sta1,ap2,-75.0,5,49.41,0.4941,ap3
sta3,ap4,-71.0,4,35.51,0.3551,ap4
sta3,ap1,-75.0,3,42.2,0.422,ap4
sta1,ap3,-64.0,4,16.4,0.164,ap3
sta1,ap2,-75.0,5,48.26,0.4826,ap3
sta1,ap4,-77.0,4,56.82,0.5682,ap3
sta3,ap4,-71.0,4,36.35,0.3635,ap4
sta3,ap1,-75.0,3,42.44,0.4244,ap4
sta1,ap3,-65.0,4,18.03,0.1803,ap3
sta1,ap2,-75.0,5,47.17,0.4717,ap3
sta1,ap4,-77.0,4,55.9,0.559,ap3
sta3,ap4,-72.0,4,38.64,0.3864,ap4
sta3,ap1,-74.0,3,39.66,0.3966,ap4
sta1,ap3,-65.0,4,17.8,0.178,ap3
sta1,ap2,-75.0,5,48.55,0.4855,ap3
sta1,ap4,-77.0,4,55.47,0.5547,ap3
sta3,ap4,-72.0,4,39.46,0.3946,ap4
sta3,ap1,-75.0,3,39.96,0.3996,ap4
sta1,ap3,-63.0,4,15.26,0.1526,ap3
sta1,ap2,-75.0,5,46.62,0.4662,ap3
sta3,ap4,-71.0,4,36.12,0.3612,ap4
sta3,ap1,-76.0,3,44.1,0.441,ap4
sta1,ap3,-64.0,4,16.28,0.1628,ap3
sta1,ap2,-75.0,5,49.65,0.4965,ap3
sta1,ap4,-77.0,4,56.44,0.5644,ap3
sta1,ap3,-58.0,4,10.63,0.1063,ap3
sta1,ap2,-75.0,5,48.92,0.4892,ap3
sta1,ap3,-56.0,4,9.22,0.0922,ap3
sta1,ap2,-75.0,5,48.84,0.4884,ap3
sta1,ap3,-59.0,4,10.82,0.1082,ap3
sta1,ap2,-75.0,5,47.51,0.4751,ap3
sta1,ap3,-49.0,4,5.39,0.0539,ap3
sta1,ap2,-75.0,5,47.42,0.4742,ap3
sta1,ap3,-55.0,4,8.06,0.0806,ap3
sta1,ap2,-74.0,5,44.55,0.4455,ap3
sta3,ap4,-70.0,4,32.39,0.3239,ap4
sta3,ap3,-77.0,4,44.82,0.4482,ap4
sta1,ap3,-55.0,4,8.06,0.0806,ap3
sta1,ap2,-74.0,5,44.55,0.4455,ap3
sta1,ap3,-58.0,4,10.05,0.1005,ap3
sta1,ap2,-73.0,5,41.73,0.4173,ap3
sta1,ap3,-56.0,4,9.0,0.09,ap3
sta1,ap2,-74.0,5,43.14,0.4314,ap3
sta1,ap3,-58.0,4,10.05,0.1005,ap3
sta1,ap2,-73.0,5,41.73,0.4173,ap3
sta1,ap3,-58.0,4,10.05,0.1005,ap3
sta1,ap2,-74.0,5,43.14,0.4314,ap3
sta3,ap4,-71.0,4,35.23,0.3523,ap4
sta3,ap3,-77.0,4,43.83,0.4383,ap4
sta1,ap3,-60.0,4,11.7,0.117,ap3
sta1,ap2,-74.0,5,44.69,0.4469,ap3
sta3,ap4,-71.0,4,35.9,0.359,ap4
sta3,ap3,-76.0,4,40.61,0.4061,ap4
sta1,ap3,-56.0,4,9.22,0.0922,ap3
sta1,ap2,-74.0,5,44.55,0.4455,ap3
sta3,ap4,-71.0,4,35.17,0.3517,ap4
sta3,ap3,-76.0,4,40.46,0.4046,ap4
sta1,ap3,-53.0,4,7.0,0.07,ap3
sta1,ap2,-74.0,5,44.6,0.446,ap3
sta3,ap4,-70.0,4,31.95,0.3195,ap4
sta3,ap3,-76.0,4,41.73,0.4173,ap4
sta1,ap3,-49.0,4,5.39,0.0539,ap3
sta1,ap2,-75.0,5,47.42,0.4742,ap3
sta3,ap4,-71.0,4,34.71,0.3471,ap4
sta3,ap3,-76.0,4,42.01,0.4201,ap4
sta1,ap3,-48.0,4,5.0,0.05,ap3
sta1,ap2,-74.0,5,46.1,0.461,ap3
sta3,ap4,-69.0,4,31.32,0.3132,ap4
sta3,ap3,-77.0,4,43.14,0.4314,ap4
sta1,ap3,-52.0,4,6.71,0.0671,ap3
sta1,ap2,-75.0,5,47.38,0.4738,ap3
sta1,ap3,-51.0,4,6.08,0.0608,ap3
sta1,ap2,-74.0,5,46.01,0.4601,ap3
sta1,ap3,-51.0,4,6.08,0.0608,ap3
sta1,ap2,-74.0,5,46.01,0.4601,ap3
sta1,ap3,-53.0,4,7.28,0.0728,ap3
sta1,ap2,-74.0,5,43.28,0.4328,ap3
sta1,ap3,-58.0,4,10.44,0.1044,ap3
sta1,ap2,-73.0,5,40.36,0.4036,ap3
sta3,ap4,-69.0,4,31.58,0.3158,ap4
sta3,ap3,-77.0,4,44.69,0.4469,ap4
sta1,ap3,-58.0,4,10.44,0.1044,ap3
sta1,ap2,-73.0,5,40.36,0.4036,ap3
sta1,ap3,-52.0,4,6.71,0.0671,ap3
sta1,ap2,-74.0,5,43.42,0.4342,ap3
sta3,ap4,-70.0,4,33.54,0.3354,ap4
sta3,ap3,-77.0,4,43.42,0.4342,ap4
sta1,ap3,-55.0,4,8.06,0.0806,ap3
sta1,ap2,-74.0,5,43.19,0.4319,ap3
sta3,ap4,-72.0,4,39.46,0.3946,ap4
sta3,ap3,-76.0,4,39.96,0.3996,ap4
sta1,ap3,-55.0,4,8.06,0.0806,ap3
sta1,ap2,-74.0,5,44.55,0.4455,ap3
sta3,ap4,-73.0,4,40.8,0.408,ap4
sta3,ap3,-74.0,4,35.0,0.35,ap4
sta1,ap3,-56.0,4,9.22,0.0922,ap3
sta1,ap2,-74.0,5,44.55,0.4455,ap3
sta3,ap4,-74.0,4,43.42,0.4342,ap4
sta3,ap3,-73.0,4,34.13,0.3413,ap4
sta3,ap2,-75.0,5,49.24,0.4924,ap4
sta1,ap3,-59.0,4,11.18,0.1118,ap3
sta1,ap2,-74.0,5,43.19,0.4319,ap3
sta3,ap4,-74.0,4,43.42,0.4342,ap4
sta3,ap3,-73.0,5,34.13,0.3413,ap4
sta3,ap2,-75.0,5,49.24,0.4924,ap4
sta1,ap3,-62.0,5,14.04,0.1404,ap3
sta1,ap2,-72.0,5,38.95,0.3895,ap3
sta3,ap4,-73.0,4,42.2,0.422,ap4
sta3,ap3,-74.0,5,35.51,0.3551,ap4
sta1,ap3,-65.0,5,17.12,0.1712,ap3
sta1,ap2,-72.0,5,39.41,0.3941,ap3
sta3,ap4,-73.0,4,42.2,0.422,ap4
sta3,ap3,-74.0,5,35.51,0.3551,ap4
sta1,ap3,-64.0,5,16.03,0.1603,ap3
sta1,ap2,-72.0,5,37.64,0.3764,ap3
sta3,ap4,-73.0,4,41.77,0.4177,ap4
sta3,ap3,-75.0,5,37.22,0.3722,ap4
sta3,ap2,-75.0,5,49.65,0.4965,ap4
sta1,ap3,-64.0,5,16.28,0.1628,ap3
sta1,ap2,-73.0,5,40.8,0.408,ap3
sta3,ap4,-74.0,4,45.71,0.4571,ap4
sta3,ap3,-74.0,5,35.34,0.3534,ap4
sta3,ap2,-74.0,5,45.71,0.4571,ap4
sta1,ap3,-63.0,5,15.0,0.15,ap3
sta1,ap2,-72.0,5,39.05,0.3905,ap3
sta3,ap4,-73.0,4,42.58,0.4258,ap4
sta3,ap3,-75.0,5,37.59,0.3759,ap4
sta3,ap2,-75.0,5,48.51,0.4851,ap4
sta1,ap3,-64.0,5,16.03,0.1603,ap3
sta1,ap2,-72.0,5,39.2,0.392,ap3
sta3,ap4,-74.0,4,43.42,0.4342,ap4
sta3,ap3,-73.0,5,34.13,0.3413,ap4
sta3,ap2,-75.0,5,49.24,0.4924,ap4
sta1,ap3,-66.0,5,19.0,0.19,ap3
sta1,ap2,-71.0,5,36.62,0.3662,ap3
sta3,ap4,-74.0,4,45.22,0.4522,ap4
sta3,ap3,-72.0,4,31.06,0.3106,ap4
sta3,ap2,-75.0,5,49.04,0.4904,ap4
sta1,ap3,-63.0,4,15.0,0.15,ap3
sta1,ap2,-72.0,5,39.05,0.3905,ap3
sta3,ap4,-76.0,4,50.29,0.5029,ap4
sta3,ap3,-71.0,4,27.73,0.2773,ap4
sta3,ap2,-74.0,5,44.6,0.446,ap4
sta1,ap3,-65.0,4,18.03,0.1803,ap3
sta1,ap2,-72.0,5,38.01,0.3801,ap3
sta3,ap4,-76.0,4,52.2,0.522,ap4
sta3,ap3,-70.0,4,26.93,0.2693,ap4
sta3,ap2,-73.0,5,42.72,0.4272,ap4
sta1,ap3,-65.0,4,18.03,0.1803,ap3
sta1,ap2,-72.0,5,38.01,0.3801,ap3
sta3,ap4,-76.0,4,53.45,0.5345,ap4
sta3,ap3,-70.0,4,25.63,0.2563,ap4
sta3,ap2,-73.0,5,42.15,0.4215,ap4
sta1,ap3,-63.0,4,15.0,0.15,ap3
sta1,ap2,-72.0,5,39.05,0.3905,ap3
sta3,ap4,-77.0,4,54.71,0.5471,ap4
sta3,ap3,-69.0,4,24.35,0.2435,ap4
sta3,ap2,-73.0,5,41.63,0.4163,ap4
sta1,ap3,-65.0,4,17.12,0.1712,ap3
sta1,ap2,-71.0,5,36.24,0.3624,ap3
sta3,ap4,-77.0,4,54.23,0.5423,ap4
sta3,ap3,-67.0,4,21.47,0.2147,ap4
sta3,ap2,-74.0,5,45.18,0.4518,ap4
sta1,ap3,-66.0,4,18.68,0.1868,ap3
sta1,ap2,-70.0,5,33.3,0.333,ap3
sta3,ap4,-76.0,4,50.92,0.5092,ap4
sta3,ap3,-70.0,4,25.94,0.2594,ap4
sta3,ap2,-74.0,5,45.31,0.4531,ap4
sta1,ap3,-66.0,4,19.72,0.1972,ap3
sta1,ap2,-69.0,5,30.48,0.3048,ap3
sta3,ap4,-77.0,4,54.12,0.5412,ap4
sta3,ap3,-70.0,4,26.25,0.2625,ap4
sta3,ap2,-73.0,5,40.85,0.4085,ap4
sta1,ap3,-67.0,4,20.62,0.2062,ap3
sta1,ap2,-69.0,5,29.41,0.2941,ap3
sta3,ap4,-77.0,4,55.36,0.5536,ap4
sta3,ap3,-69.0,4,25.0,0.25,ap4
sta3,ap2,-73.0,5,40.31,0.4031,ap4
sta1,ap3,-65.0,4,18.36,0.1836,ap3
sta1,ap2,-70.0,5,31.89,0.3189,ap3
sta3,ap3,-69.0,4,24.52,0.2452,
sta3,ap2,-72.0,5,38.48,0.3848,
sta1,ap3,-64.0,5,17.0,0.17,ap3
sta1,ap2,-70.0,5,33.3,0.333,ap3
sta3,ap3,-70.0,5,26.02,0.2602,ap3
sta3,ap2,-70.0,5,34.01,0.3401,ap3
sta1,ap3,-64.0,5,16.4,0.164,ap3
sta1,ap2,-70.0,5,33.6,0.336,ap3
sta3,ap3,-68.0,5,23.0,0.23,ap3
sta3,ap2,-71.0,5,34.48,0.3448,ap3
sta1,ap3,-60.0,5,12.37,0.1237,ap3
sta1,ap2,-72.0,5,38.9,0.389,ap3
sta3,ap3,-70.0,5,26.17,0.2617,ap3
sta3,ap2,-71.0,5,35.85,0.3585,ap3
sta1,ap3,-61.0,5,13.15,0.1315,ap3
sta1,ap2,-72.0,5,38.9,0.389,ap3
sta3,ap3,-72.0,5,29.41,0.2941,ap3
sta3,ap2,-73.0,5,40.8,0.408,ap3
sta3,ap4,-76.0,3,52.39,0.5239,ap3
sta1,ap3,-60.0,5,12.04,0.1204,ap3
sta1,ap2,-73.0,5,40.31,0.4031,ap3
sta3,ap3,-72.0,5,29.41,0.2941,ap3
sta3,ap2,-73.0,5,40.8,0.408,ap3
sta3,ap4,-76.0,3,52.39,0.5239,ap3
sta1,ap3,-62.0,5,14.32,0.1432,ap3
sta1,ap2,-72.0,5,37.48,0.3748,ap3
sta3,ap3,-71.0,5,27.51,0.2751,ap3
sta3,ap2,-73.0,5,41.44,0.4144,ap3
sta3,ap4,-76.0,3,52.89,0.5289,ap3
sta1,ap3,-66.0,5,18.68,0.1868,ap3
sta1,ap2,-70.0,5,33.3,0.333,ap3
sta3,ap3,-71.0,5,28.86,0.2886,ap3
sta3,ap2,-72.0,5,38.9,0.389,ap3
sta3,ap4,-77.0,3,54.34,0.5434,ap3
sta1,ap3,-67.0,5,21.38,0.2138,ap3
sta1,ap2,-70.0,5,32.2,0.322,ap3
sta3,ap3,-72.0,5,29.61,0.2961,ap3
sta3,ap2,-72.0,5,37.64,0.3764,ap3
sta3,ap4,-77.0,3,55.11,0.5511,ap3
sta1,ap3,-70.0,5,25.71,0.2571,ap3
sta1,ap2,-68.0,5,28.3,0.283,ap3
sta3,ap3,-70.0,5,26.17,0.2617,ap3
sta3,ap2,-71.0,5,35.85,0.3585,ap3
sta1,ap3,-70.0,5,25.32,0.2532,ap3
sta1,ap2,-69.0,5,30.02,0.3002,ap3
sta3,ap3,-72.0,5,31.26,0.3126,ap3
sta3,ap2,-71.0,5,35.17,0.3517,ap3
sta3,ap4,-77.0,3,56.72,0.5672,ap3
sta1,ap3,-71.0,5,27.66,0.2766,ap3
sta1,ap2,-68.0,5,27.29,0.2729,ap3
sta3,ap3,-74.0,5,36.12,0.3612,ap3
sta3,ap2,-70.0,5,33.24,0.3324,ap3
sta3,ap1,-76.0,3,44.1,0.441,ap3
sta1,ap3,-72.0,5,29.61,0.2961,ap3
sta1,ap2,-67.0,5,26.4,0.264,ap3
sta3,ap3,-73.0,5,33.0,0.33,ap3
sta3,ap2,-69.0,5,30.81,0.3081,ap3
sta1,ap3,-73.0,5,32.02,0.3202,ap3
sta1,ap2,-66.0,5,23.77,0.2377,ap3
sta3,ap3,-72.0,5,31.26,0.3126,ap3
sta3,ap2,-71.0,5,35.17,0.3517,ap3
sta3,ap4,-77.0,3,56.72,0.5672,ap3
sta1,ap3,-74.0,5,35.11,0.3511,ap3
sta1,ap2,-63.0,5,19.31,0.1931,ap3
sta3,ap3,-73.0,5,34.01,0.3401,ap3
sta3,ap2,-69.0,5,31.58,0.3158,ap3
sta1,ap3,-73.0,5,32.57,0.3257,ap3
sta1,ap2,-65.0,5,21.93,0.2193,ap3
sta3,ap3,-73.0,5,33.0,0.33,ap3
sta3,ap2,-69.0,5,30.81,0.3081,ap3
sta1,ap3,-73.0,5,32.7,0.327,ap3
sta1,ap2,-63.0,5,19.72,0.1972,ap3
sta3,ap3,-73.0,5,34.01,0.3401,ap3
sta3,ap2,-69.0,5,31.58,0.3158,ap3
sta1,ap3,-72.0,5,29.55,0.2955,ap3
sta1,ap2,-65.0,5,22.2,0.222,ap3
sta3,ap3,-75.0,5,37.22,0.3722,ap3
sta3,ap2,-70.0,5,34.13,0.3413,ap3
sta3,ap1,-76.0,3,43.19,0.4319,ap3
sta3,ap4,-77.0,3,56.08,0.5608,ap3
sta1,ap3,-71.0,5,28.65,0.2865,ap3
sta1,ap2,-65.0,5,21.93,0.2193,ap3
sta3,ap3,-75.0,5,39.05,0.3905,ap3
sta3,ap2,-70.0,5,32.02,0.3202,ap3
sta3,ap1,-75.0,3,41.05,0.4105,ap3
sta1,ap3,-71.0,5,29.07,0.2907,ap3
sta1,ap2,-65.0,5,22.02,0.2202,ap3
sta3,ap3,-75.0,5,39.05,0.3905,ap3
sta3,ap2,-70.0,5,32.02,0.3202,ap3
sta3,ap1,-75.0,3,41.05,0.4105,ap3
sta1,ap3,-71.0,5,27.29,0.2729,ap3
sta1,ap2,-66.0,5,23.35,0.2335,ap3
sta3,ap3,-76.0,5,42.01,0.4201,ap3
sta3,ap2,-68.0,5,29.07,0.2907,ap3
sta3,ap1,-74.0,3,38.01,0.3801,ap3
sta1,ap3,-71.0,4,28.3,0.283,ap3
sta1,ap2,-65.0,5,21.93,0.2193,ap3
sta3,ap3,-77.0,4,43.05,0.4305,ap1
sta3,ap2,-68.0,5,28.16,0.2816,ap1
sta3,ap1,-74.0,4,37.05,0.3705,ap1
sta1,ap3,-70.0,4,26.63,0.2663,ap3
sta1,ap2,-66.0,5,23.43,0.2343,ap3
sta3,ap3,-77.0,4,43.0,0.43,ap1
sta3,ap2,-69.0,5,30.15,0.3015,ap1
sta3,ap1,-74.0,4,37.0,0.37,ap1
sta1,ap3,-70.0,4,26.93,0.2693,ap3
sta1,ap2,-66.0,5,23.35,0.2335,ap3
sta3,ap3,-77.0,4,43.19,0.4319,ap1
sta3,ap2,-70.0,5,34.13,0.3413,ap1
sta3,ap1,-74.0,4,37.22,0.3722,ap1
sta3,ap4,-77.0,3,56.08,0.5608,ap1
sta1,ap3,-72.0,4,30.81,0.3081,ap3
sta1,ap2,-63.0,5,19.21,0.1921,ap3
sta3,ap3,-77.0,4,43.05,0.4305,ap1
sta3,ap2,-70.0,5,32.14,0.3214,ap1
sta3,ap1,-74.0,4,37.05,0.3705,ap1
sta1,ap3,-72.0,4,31.38,0.3138,ap3
sta1,ap2,-63.0,5,19.1,0.191,ap3
sta3,ap2,-69.0,5,31.58,0.3158,ap1
sta3,ap1,-72.0,4,34.01,0.3401,ap1
sta1,ap3,-72.0,4,30.81,0.3081,ap3
sta1,ap2,-63.0,5,19.21,0.1921,ap3
sta3,ap2,-69.0,5,29.61,0.2961,ap1
sta3,ap1,-72.0,4,34.01,0.3401,ap1
sta1,ap3,-71.0,4,27.29,0.2729,ap3
sta1,ap2,-66.0,5,23.35,0.2335,ap3
sta3,ap2,-67.0,5,25.71,0.2571,ap1
sta3,ap1,-73.0,4,34.37,0.3437,ap1
sta1,ap3,-71.0,4,27.29,0.2729,ap3
sta1,ap2,-66.0,5,23.35,0.2335,ap3
sta3,ap2,-67.0,5,25.63,0.2563,ap1
sta3,ap1,-71.0,4,31.58,0.3158,ap1
sta1,ap3,-70.0,4,25.94,0.2594,ap3
sta1,ap2,-66.0,5,24.76,0.2476,ap3
sta3,ap2,-69.0,5,30.08,0.3008,ap1
sta3,ap1,-70.0,4,29.07,0.2907,ap1
sta1,ap3,-72.0,4,30.02,0.3002,ap3
sta1,ap2,-64.0,5,20.52,0.2052,ap3
sta3,ap2,-68.0,5,28.86,0.2886,ap1
sta3,ap1,-72.0,4,33.06,0.3306,ap1
sta1,ap3,-72.0,4,29.41,0.2941,ap3
sta1,ap2,-64.0,5,20.62,0.2062,ap3
sta3,ap2,-69.0,5,31.32,0.3132,ap1
sta3,ap1,-71.0,4,31.0,0.31,ap1
sta1,ap3,-72.0,4,31.06,0.3106,ap3
sta1,ap2,-63.0,5,19.1,0.191,ap3
sta3,ap2,-70.0,5,32.76,0.3276,ap1
